authorID,name,location,reviewCount,friendCount,photoCount
PI3HijdvQYU9loBA65psMA,Ozzie T.,"Chicago, IL",99,103,581
xPY9zVdYwoD-KibIHOsM_Q,Darren T.,"Homewood, IL",19,176,10
tcNfkr9GYMXmPYf0DEd-Fw,Heather P.,"Chicago, IL",370,283,122
r3H97u37AFk1WEyjCrMeXQ,Martina B.,"Lincolnwood, IL",21,14,19
ux6RLCQ_jVHXdIrmMgkmnw,Andrea H.,"Chicago, IL",231,211,115
khnTogb8QhmCmx6pfA_jXQ,Daniel W.,"Chicago, IL",228,272,236
DLTEjTArAa2hlKUK32lZHw,Ryan B.,"Chicago, IL",99,257,99
hcKsdkt137dgTTcjKwDlfw,John M.,"Phoenix, AZ",16,4,2
XFGqNlqKAaaNFxrpkyMN5g,Rick B.,"Orland Park, IL",700,41,391
dzbAnL-XttlCC4DaocD0xA,Lauren C.,"Chicago, IL",116,76,16
8VJG9Jlw9Qsjx5O-VQm4Qw,Ivana B.,"Edison Park, Chicago, IL",76,16,122
wVubhnZa6kHp9ByE8GI11Q,Holly N.,"Indianapolis, IN",85,28,0
7s8F9CM1nvhuY5sp9B0pCQ,Leigh P.,"Dallas, TX",494,780,124
bWyZZxJtbngmNGhEQ1isbA,Rhonda F.,"Chicago, IL",207,593,722
6Ran9TpexL4gVhuGZA1lcQ,Ashley H.,"Atlanta, GA",39,76,115
jQLUGCHpmwMj7yK9siKQTA,Josiah G.,"San Antonio, TX",226,54,173
FjncB5o6IBsWJ8XygyCUyQ,Sarah W.,"Chicago, IL",53,13,19
m_sv6Bn1-vDMht7NG58gBA,Ronald P.,"River North, Chicago, IL",115,30,74
BAo6ZQsIk9tpHn_Qi260DQ,Jaci Y.,"Chicago, IL",763,544,130
57a4rVQ2Po6csI7VxBEjGA,Monica C.,"Evanston, IL",91,203,89
quMxkzp8R4AIHUNMcmy4Rw,Jessica G.,"Chicago, IL",16,115,15
t7YBq3YWX5TxPoFAOMLHgQ,Vivian L.,"Chicago, IL",27,658,61
ylpWc3hukBIHpGhqqboT5w,Maria A.,"Chicago, IL",252,70,403
JSbptCz_mzQ0sQJN94wcwA,Elina S.,"Chicago, IL",710,674,221
TQCSj5-SgTjuMx6eEEAiCA,Shambavi K.,"Chicago, IL",518,249,722
ujFlzvNIcUB7kB0vIzYSlA,James Q.,"Northborough, MA",17,67,1
CQPewybuIByC8wgps9CmqA,Ken O.,"Chicago, IL",499,120,918
OaYXoBVKP3QOJUs9i_7m7Q,Tiffany D.,"Houston, TX",16,1,32
AM3JyE-t8RsZJoNVw-Y88g,Andrew A.,"Aurora, IL",18,48,5
QSNzozwTwY9UU3QNvf-3jA,Ali C.,"St Petersburg, FL",505,255,43
ORBrREUjY-gHWT647Ldc3w,Karen V.,"Chicago, IL",121,140,81
izxgHZIMWe331_W_lEvXhA,Meenarin P.,"Indianapolis, IN",93,72,390
jpM_fScVB4voJyx05ws4Uw,Patricia D.,"San Francisco, CA",53,24,0
8bz35w8cD3RC_tRTbM-keQ,Marcia T.,"Chicago, IL",89,67,50
SIYulDrnS9TbDVIQDlYjIA,Diane M.,"Chicago, IL",97,142,299
XKLUpW_dOvUVtnPdyDf38Q,Lihan C.,"Lisle, IL",43,511,50
1LIf1KxsMpwXSUMrEDQGog,Sara B.,"Indianapolis, IN",156,33,720
eJz_ij0PghOZnvCR084C5w,Kevin N.,"Forest Park, IL",76,10,129
gK9q-OTSYdllXTkZ2NIQfA,Adam S.,"Sunny Isles Beach, FL",871,1051,1400
vTTd3ZT34-7pkxpW1zmVIw,Anna K.,"Chicago, IL",173,879,168
nxI8n6lARJpMP5SI8U9S6w,Stephanie S.,"Indianapolis, IN",197,63,286
_xnLj_MdytIHGRpnoBBHOA,Christopher D.,"Southlake, TX",261,45,555
3z-3XUav8kaeaGSkaKOdCQ,Sandi C.,"St Charles, MO",150,28,619
n8kZb4cAu8AGaEMR4UCuqg,Emma C.,"Chicago, IL",113,88,405
XJgRdHOsgypEba4oKwAh1w,Augie R.,"Chicago, IL",738,165,113
SIQt7VG22-d3dMMKXy3gjw,Suzanne C.,"Chicago, IL",93,0,4
oaEISy8gzI8KFmbY0cVmNQ,Ilana B.,"San Francisco, CA",300,730,155
Z374Ok46YdkmWqa__9nAjA,Allie S.,"Denver, CO",605,73,198
Lsykq_u0nBAiQF6TaD-C5w,Christine N.,"Chicago, IL",120,190,57
nlqvhfFRnDCf-UAgX0a60g,Steve H.,"Chicago, IL",53,155,209
oZ4JQMwXsljri_7FEFm12w,Leslie S.,"Miami Springs, FL",131,122,373
HQ8GOXvbuqlFSbJaWJAYBQ,Colin X.,"Chicago, IL",41,142,146
8sJFzbt9CSReT128D3C3xA,Chloe S.,"Chicago, IL",11,108,2
GZD_68gUN5l5Cz2NryM4Sg,Anne W.,"Chicago, IL",22,146,45
vCUeFAY774VtmpszX9hyGA,Nataly N.,"New York, NY",339,215,901
6mSIXjT9y_nqfW4HAG2hcw,Kristal C.,"Chicago, IL",80,23,26
taPq7IxYskEWH7Vfc261pQ,Danielle C.,"Evanston, IL",2385,539,709
7fDaMcKI9Lfo7CbTRUP_vg,Shuang Z.,"Chicago, IL",165,255,493
JWpy5zJN4NkHK6GmruJ_FA,Sam L.,"Manhattan, New York, NY",61,267,108
R5WcogaoAwjdHxrB2v5NsQ,Bonnie E.,"Phoenix, AZ",434,308,3665
x8NEyImjwa3jP2fw5wbHeA,Justine R.,"Schaumburg, IL",96,465,355
Ywu4a-4fmeg9HTT5KNXnWg,Kristin L.,"Chicago, IL",272,563,1741
shDDyAJPkvKl-44S3VcEew,Shanti I.,"Chicago, IL",94,156,223
0yyXKmdI9lHxFKzomy6yfw,Liang H.,"Chicago, IL",219,379,852
-dzsfhynnKUIXo_RK7QvBg,Chandra D.,"Redwood City, CA",467,61,670
gUCORsQWIKcdSfZjbDY3cA,Vivian N.,"Richardson, TX",392,267,77
hzmTQMkTGTUQ-aRdKAcUzA,Andre W.,"Chicago, IL",1647,426,273
2wj8_TZ0cO35uXKO3cMS7g,michelle l.,"San Francisco, CA",12,6,16
-Pj_rqQEV865wUMOhnaqyQ,Kelly Q.,"Greenville, SC",5,49,16
mNXD6NMrIaJELMINSyP9_Q,Claire K.,"Chicago, IL",120,338,213
dJPrquHMtorpTbjB7cI7Sg,Jing L.,"Chicago, IL",17,5,23
zsLcHa7YLzxj74onzsnGbw,Rudy B.,"Chicago, IL",80,22,54
X8kEPvpBsS7jYh7ED2htZQ,Ryan C.,"Chicago, IL",14,34,11
uWx0_WhKsUL_0KHgononUQ,Steve A.,"Chicago, IL",9,72,1
FiZn-x6ZSoKyeskbxpvE1w,Emma B.,"Chicago, IL",121,24,181
1pzP58PeWictHQzctMU0nQ,Misty S.,"Aurora, IL",969,874,15729
srS5y5kiKglecc2SDlaydg,Anna F.,"Chicago, IL",28,111,58
w1suUMC73x2mSb5fcj15Hg,Cassandra F.,"Chicago, IL",76,15,32
V2LzSKgfyzY07U1DRGzfmw,Kateryna G.,"Chicago, IL",403,86,505
eJIkFR4Fv2xqJSt7UDIERg,Corinne M.,"Aurora, IL",4,291,7
M5CDadStKmQxLJPTBGBf0Q,Marissa F.,"Santa Barbara, CA",248,384,508
Lp3VkVECiewJKV_pXzONqw,Justin B.,"Chicago, IL",802,226,2
ssr5LJsmgQMZ0nMpydUwow,Jenna C.,"Chicago, IL",245,44,382
Kb8dFKoZCpSdRrwfYvX6nw,Anita V.,"Manhattan, NY",91,20,42
YRuE6_ymN45M3oDQtNtsEw,Carolyn F.,"Poughkeepsie, NY",99,10,701
Y1T7sd4TKOe4utqV5hFdMQ,Shanti N.,"Chicago, IL",777,133,129
wy22Il6zW_sJOZLAH19oKQ,Nick B.,"Washington, DC",175,201,4
zKY6NM9CxxWxcY5JJXUB7g,Jacqueline B.,"Aurora, IL",579,3058,4467
NhTWPDnDy0UomxeFpqcNBg,Rebeca M.,"Chicago, IL",146,267,91
WAdUd1RiRFVdvA2g-w91TA,Chhavi S.,"River North, Chicago, IL",174,114,98
wr-92Ij95RcieKTFx8sOFQ,Ricksean B.,"Lynn, MA",1,74,0
k97c4eriYUeMG_cGw8rYLQ,Bailey M.,"Bloomingdale, IL",429,237,851
NtKMJdSUQf8yYy6SgC4EdA,Umair H.,"Chicago, IL",131,177,296
_E5HgOQAMmqoEaADj1wDeA,maurice s.,"Chicago, IL",219,2,0
iFadxdXUK118lr-gx6-2tA,Ida D.,"Evanston, IL",156,127,294
TQCSj5-SgTjuMx6eEEAiCA,Shambavi K.,"Chicago, IL",518,249,722
4u_09BoBw8hR9i3yMNF3XQ,Cheryl W.,"Chicago, IL",156,73,172
6av0qSdZlDG6rapm3zH_sg,Michelle T.,"North Riverside, IL",223,1584,969
PKRT0sPZnyMm-ALuEQ30dA,Linda B.,"Chicago, IL",258,72,553
T8jm6pEahSxWM0f4GJ5aZw,Trisha A.,"Des Plaines, IL",93,226,169
IZ2O9lhzwZ9ai32-5_D02g,Katie C.,"Chicago, IL",39,519,74
6TMDELkjDW0XFazQy1Aeyg,Julie Y.,"Chicago, IL",202,138,120
I3MY8158DoNn5lqHIXpLDg,Morgan S.,"Indianapolis, IN",46,182,105
kZs4QuF-GNEfa6bogyAtqw,Lin C.,"Romeoville, IL",256,192,929
UBcycBvac-YqLFtNNvRxkA,Chelsia L.,"Chicago, IL",142,661,183
G1dGPWOUcF0ClRGcSIWyHA,Sajan S.,"Chicago, IL",44,404,33
SRIU6lu-bHsgi5f8-cg8jQ,Lilly N.,"Washington, DC",85,133,47
NP3xWT6uTINh_g9_gu7Kyw,Stephanie H.,"Chicago, IL",302,121,76
vBhPIrGrtAMT2sAL3v9CCA,Victoria Y.,"Chicago, IL",33,163,126
EoEyGzw7lZyYT6dkrlHT1Q,Mai-anh D.,"Evanston, IL",65,218,110
MeIIBJC3lefCeQolzfCTkQ,Janine J.,"Chicago, IL",131,271,129
7geGFvbSYCkwq7znW9M7Ew,Sany N.,"Berwyn, IL",250,26,760
VUYwL-ZG_UN7EB6G5wMSkQ,Jessica V.,"Chicago, IL",70,95,19
2daYFot2hTbBdayKPrv-aA,Nina H.,"Evanston, IL",213,151,1822
cGskg8zw1KuSkpdraZXm7Q,Ashley W.,"Gilbert, AZ",68,66,960
LNooRhqlM6ebjgm5KT1KLA,Norm J.,"Near North Side, Chicago, IL",520,734,2002
Tyb_FnUv3L0LqsYyL8FIAQ,Elvi T.,"San Francisco, CA",573,1118,1117
Ry2eEdDFbB3jCd-puLq0bg,Mark G.,"Iowa City, IA",1053,525,721
_fCHKg5d7xAIIPr2P5RiSQ,Asja D.,"Chicago, IL",108,311,311
qWc_6TF0pry_mPxd8A8Hyg,Danielle D.,"Chicago, IL",66,5,7
nOVc7zZwqVPVRcjC24iyjQ,Priyanka P.,"Chicago, IL",103,28,237
vGhzeksCqgjzdNQ0Lg9BIg,Wendy O.,"Chicago, IL",14,125,0
KKLWlqtaspsWHYGQLfUl1w,Rozalynn B.,"Bellwood, IL",626,269,861
WT0D58Wglj8ydl6OkJhlkg,Harish V.,"Englewood, CO",230,144,1155
rCTVWx_Tws2jWi-K89iEyw,Lindsey A.,"Chicago, IL",339,71,24
fAbKgdbKkn4Px8kG54OVDQ,Andrea B.,"Chicago, IL",218,274,415
jqWHYNghfGm4JL06FuaHng,Megan K.,"Farmington, MI",384,0,0
-6-tIrUHMk4DQYnvLrQrcg,Kelly M.,"New York, NY",123,1,7
qleFBaXN9ZWT62NJyNydfQ,Kelly N.,"Chicago, IL",516,300,32
1RRaKXM5WefQfmUwTccBfg,Dana C.,"Chicago, IL",157,216,8
frIiDayrnrLs0kZb3_kTAw,Daina M.,"Morton Grove, IL",100,480,151
HpZsXNBSkWZ-0HaYOjLaWA,Michael V.,"Chicago, IL",342,29,47
mXMfuyY_SzJOERBD7k7yIQ,Aaron G.,"Chicago Loop, Chicago, IL",155,60,1185
UvpSUxJk8Ai9XHbDgi5YqQ,Tazeen L.,"Chicago, IL",164,121,380
CxxPUsjExKIQWu7I_XTJug,Jennifer G.,"Chicago, IL",301,23,2
9I_I11QXJ5_Xr8esyi39dA,Shirley J.,"Chicago, IL",272,447,627
MO3LMWe_h7SrR8aTm9xuww,Hailey B.,"Yuma, AZ",90,210,30
8559GHVAJA4JVA8fmYPSjA,Rebecca J.,"Chicago, IL",120,194,28
2tYqlqs1-QZziMOVwt2SYA,Sherrie F.,"Chicago, IL",12,106,25
HC2Sf3Hht85UOPDfk1VaYA,Christine K.,"Downers Grove, IL",73,48,29
qopA1DLwDjDSIxsfCo9Zyg,Kate D.,"Chicago, IL",178,77,70
LvU-c294hjzWI0PAWIiHiQ,Nick J.,"Chicago, IL",27,29,3
CGT7avs6laDA5F-vr9e_DA,Matthew R.,"Chicago, IL",6,1,0
xu_Qplqi7-v4n_jWy4eJaA,Dana A.,"Chicago, IL",9,27,0
hISz9V2J1OezxOVfiIcnKQ,Kristin E.,"Chicago, IL",15,121,32
XaVJz0lW-JwV2ouUV4dVTg,Sheryl T.,"Hampshire, IL",22,69,5
Tb2JK9T-0e_4X4wKFg4RBw,michael b.,"Chicago, IL",60,1,4
oSpQCPxEMnpQrbJsAanz7A,Kelsey B.,"Chicago, IL",14,14,11
Q4ULwJN3ldkYiQVyejMZXA,Sunita S.,"Plainfield, IL",27,4,81
P0OHb5-5bNSoH85Dje7gRg,Naywri W.,"Chicago, IL",107,32,51
rtGT5eIeT9G78nb587qYCA,Jessica S.,"Chicago, IL",247,74,3
MO3LMWe_h7SrR8aTm9xuww,Hailey B.,"Yuma, AZ",90,210,30
uiK-UJQUnEc-icRmudvWoA,Victoria K.,"Chicago, IL",217,531,600
PK0tLlk8XWodUzWPDWwkjQ,Scott V.,"Chicago, IL",14,20,3
ZaA7xsg7JfZ4w4iqxI97Hg,Abhay S.,"Bensenville, IL",101,43,62
W-1dOpgnrN7Q7j-pj8iqoQ,Chaitali S.,"Chicago, IL",52,50,33
Gqaz4bnPl3My6TCRpXX_vA,Mark J.,"Arlington Heights, IL",436,72,302
aKN3Fq2uaRJTwZRPlI5GcQ,Alex S.,"Chicago, IL",2408,4902,6891
yk7axRpLQY8SknPnHZm5Wg,Reethu Sadhana C.,"Chicago, IL",4,73,2
RO3vznPVVw5NWcgfP3k17A,Aimee M.,"Chicago, IL",1214,434,160
91Htkq3p93uSQasm_fQ75A,Paulina N.,"Chicago, IL",55,47,67
F80NC3wI63ocMfuXww5Wiw,Tana R.,"Chicago, IL",238,108,261
6Cbot_6h25qy9_RYM6BxTQ,Jennessa S.,"Lindenhurst, IL",71,23,41
TBRNyeA8UDYwfjN0zJcggw,Vaibhav S.,"Manhattan, New York, NY",190,520,43
GEkww4CD1di7LZkNvoayJw,Rosanna L.,"Bensenville, IL",473,510,1559
BV0WhBdu1oWkdRGSGjRg2g,Christina S.,"Chicago, IL",329,51,2510
uU4kW8eNwga05oKpPTxI7w,My-Lynn N.,"Oklahoma City, OK",62,185,57
nYqhy99R3hF3oduDSBuhTw,Lynae W.,"Oakland, CA",171,48,717
HWK-2UgZp90fcK_jQ4mbXA,Nicole F.,"McHenry, IL",22,146,2
EwbNggOhuKM90aY6qC-NvQ,Stephanie S.,"Chicago, IL",126,275,561
qZxYUe3UGY0AyoTQLVPFaw,Shahrukh A.,"Cary, NC",5,0,0
vBhPIrGrtAMT2sAL3v9CCA,Victoria Y.,"Chicago, IL",33,163,126
3alHgSGmOtXCt2nfS9H0IA,Natalie A.,"Clark, NJ",245,71,555
ciLjqqXFSRYpdPSmazaoDA,Allison J.,"Chicago, IL",329,228,285
XP5hqB6A9rvXlH_LHtzUgA,Jose C.,"Chicago, IL",405,98,527
YMgZqBUAddmFErxLtCfK_w,Samantha G.,"Chicago, IL",1731,1100,2688
AbMjnKOwg736fcIu8apuyQ,Michael S.,"Vancouver, WA",2281,4670,19723
D4C_M_i6lz7tWurRUaO-XA,Ashley N.,"New York, NY",238,332,433
oOF1xP1LITK5cjwnHUjJVw,Frank C.,"Germantown Hills, IL",131,50,145
cR5bvpc0xeQpm-Bsx67A8w,Meg S.,"Chicago, IL",259,159,17
uPifAul4hJIqy72ah1GKSA,Michelangelo V.,"Chicago, IL",233,1745,3951
wXIAH3Y8qHilGw7egS1_kQ,Winnie Y.,"Saddle Brook, NJ",170,220,976
ZGrhWbPc3cMZGYKjWjX9aw,Peter Y.,"Greenfield, IN",208,4,112
JuhnZfpcLwpXgLD6TqSz0g,Scott K.,"Brooklyn, New York, NY",32,55,120
QLKVE1CbWxLt9LzyICXRrw,Lauren D.,"Oak Brook, IL",35,140,3
5zXY_zul-H0vpnaXNJhPdQ,Natasha W.,"Bentonville, AR",15,103,11
ii_VC2a9Gxvy7cOlUpfvrQ,Hayley B.,"Iowa City, IA",277,397,1348
BgX1RIc1zfC_Rh1gU4I9iw,Messi L.,United Kingdom,1,0,0
Dq_Jkpx4xpbh4iofayOr6g,Doreen L.,"Queens, NY",877,1081,5509
ufco-sxD9Org0AMxagNgQw,Shawn H.,"New York, NY",339,54,1914
33h9Jv4VKbbxB42CUD9WQg,Wahed K.,"Astoria, NY",728,650,1501
pPGE7Jg2oGK4-ggUsvqOZQ,Suzy D.,"Los Gatos, CA",27,93,11
3cjyNWdtDMNEdAY3z-KCog,T T.,"Chicago, IL",4,127,17
lWFIwDYR1JyfTgq-5U0tyQ,Allen A.,"Libertyville, IL",70,0,1
tBNtXWoh5D1wJLJnT96A0Q,Katie E.,"Chicago, IL",142,321,178
4iHIZIzwr3mCqGfsdaALSA,Michael B.,"Chicago, IL",538,184,2407
ncvgNeEsAIAuMWYFN2blhg,Tony J.,"Bergen County, NJ",454,3198,3825
hT2Mw5m_SXBDVBuvA3KY-w,Christopher V.,"Chicago, IL",380,622,6330
zwCc2g3P6ZgvZ7EvCRWzuA,Erin D.,"Westerville, OH",170,43,144
XaySBCbHur-DVCbf3XkdIw,Max S.,"Phoenix, AZ",70,148,75
DEOH_z7QaXnrH7vnmDl5KA,Rohan D.,"Milwaukee, WI",1317,171,1843
uiK-UJQUnEc-icRmudvWoA,Victoria K.,"Chicago, IL",217,531,600
Y3cmLx7y7x0fhSuIcWnvPw,Alyssa R.,"Brooklyn, NY",1089,622,2570
4mjnkd8oJVCfBKN3i4rB-g,Tricia D.,"Chicago, IL",1189,526,3718
JUiHncYqF9qrJC4MiNfWsA,Becca H.,"Woodridge, IL",78,58,235
Bhqx-MmtyqPvBJB-BjvIvQ,Catherine S.,"Chicago, IL",7,0,0
nyAs6t1F8xN1x7ePb20eGA,Akane S.,"Chicago, IL",13,26,21
KOe_GUXqqMPHE02YD3hGUw,Crystal V.,"Deerfield, IL",4,0,0
D9i3LUq4UHh9rg62kym8yA,Melissa A.,"Chicago, IL",419,217,2185
D4C_M_i6lz7tWurRUaO-XA,Ashley N.,"New York, NY",238,332,433
gzQ4Re-sfaOyc3Ih5Zre7w,Debbie R.,"Oxford, OH",22,0,4
ZsT-s5NqDJ7jD0TzQNhuJw,Diana G.,"Dayton, OH",9,0,14
IH9sldY_wnbSRYhix4WBIg,Rachael F.,"Hartsville, IN",18,84,4
kAMuAlDOJ1q0nSE5MBRLew,Ken C.,"Warehouse District, Austin, TX",66,3,37
Gn5qRhBm_g0FxvuyiAa0Yg,Ralph G.,"Boylston, MA",12,14,2
O54qpaPFcfpR9rf7f6Ltag,Kyle D.,"Chicago, IL",581,258,1057
mb4EgV5vwPsOYCcqKJ4O9g,Jackie G.,"Chicago, IL",46,6,51
STowkycNmNbPV3c00AzGvA,Tammy D.,"Richmond Heights, Saint Louis, MO",5,102,13
n9vR5O_D3cj5UFHJReD_eg,Jennifer E.,"Detroit, MI",6,93,9
gB4OG4eUh0a1QmRw1jsJWA,Vincent A.,"San Diego, CA",46,75,255
DH0U5bti1DSIFFEE_Rni3g,Michael A.,"Westlake Village, CA",802,1401,2826
X1fduzejAl91kOFBSZhOKA,Lisa R.,"Queens, NY",212,421,329
LzFnrk9uHEJxGLiIGljTmQ,Emi B.,"Elgin, IL",4,144,0
1RRaKXM5WefQfmUwTccBfg,Dana C.,"Chicago, IL",157,216,8
TxK6Lasb-72QBT5JXiqAgA,Kay V.,"Chicago, IL",64,81,27
sj_HG491ijatICi8bjCAbQ,Candy C.,"Oak Park, IL",2,0,1
xGZ-8ZnpoGr5rfN0qLgmeQ,Ali P.,"Chicago, IL",2,510,0
B-ylOyWdCnnaxBhUyin94A,Lan L.,"Minneapolis, MN",35,111,148
XKvbfNylF6Yq8hpwqaZrhA,Mihir S.,"Chicago, IL",1362,640,124
PIrUQL_2Q8Dg6aZ3-N1Wgg,Christina W.,"Medford, MA",7,146,1
ssr5LJsmgQMZ0nMpydUwow,Jenna C.,"Chicago, IL",245,44,382
lGxssT2UmyNZQZWwPDgX3A,Josh W.,"Somerville, MA",11,1,0
Tuuu9y5mJPFx4WHPAFQk1w,James N.,"Dallas, TX",14,34,21
-bGfsrnIyhpwMtIMzBvH-Q,Lucia B.,"Belmont, CA",10,45,3
vKinxiaFI0a9sHh46-LxtQ,Jeffrey Q.,"South Loop, Chicago, IL",16,23,24
ZHY1b7GZGJmmLCh0rVtjRg,Ecem P.,"Chicago, IL",20,20,16
OYTb9azF6y7bOywMAeWFeg,Howard W.,"Thousand Oaks, CA",49,1,48
FNUpuXOQ2R209QlVfx8LUw,Jason B.,"O'Fallon, MO",2,0,0
oZK2DjCiA-8Xq6utMi4AYA,Kate M.,"Chicago, IL",654,674,29
URW80hbqt4f7nIuT1y1dTA,Mary P.,"Kissimmee, FL",38,58,223
G4gRfbKh5y_Yvri-Xf1L8Q,Laneka G.,"Chicago, IL",242,46,356
tO1OSCSMAJK6tulKYjcsEA,Rachel P.,"Chicago, IL",50,129,7
1RjpBv1ZdUwtHxHPgyJklg,Kristina B.,"Orlando, FL",103,67,685
QsRYlzCf-whub-Ww3aK5JQ,Tiffany H.,"Chicago, IL",46,13,33
uVfkuz6p361eeYsQVYRoFw,Catherine R.,"Long Beach, CA",23,7,23
QDynsBKj8LpUW0bunrozTg,Emily W.,"Chicago, IL",115,15,253
WSHIulVh881-jJTYACMK1w,Mae B.,"Portage Park, Chicago, IL",46,7,27
q9Tyln685OEpIWFUdTxoYg,Ellen C.,"Seattle, WA",991,683,112
RIf3MM0yrB_demVuILBL3g,Diane M.,"Apollo Beach, FL",7,30,4
BjGyahRRK8QOTuvVVTOPjA,Michael S.,"Pembroke, MA",40,19,0
M6o_5diZgqzdswJnWZNKzg,Nicola P.,"Chicago, IL",213,511,2408
jmk1NsEKAH1EiMCb1JQvAg,Lauren W.,"Crystal Lake, IL",225,18,36
SNGMyneTWeRcNP6XB_SG2A,Michelle P.,"Chicago, IL",33,60,33
mYUurN0VcUwdLOZaUTN0gg,Suzanne B.,"Brookfield, IL",894,396,326
E86UKdQJuupK1SuvvnurJg,Monkean M.,"Berwyn, IL",89,0,0
hzmTQMkTGTUQ-aRdKAcUzA,Andre W.,"Chicago, IL",1647,426,273
QPex8-8KEe7xa0l4VNml4g,Rachael Z.,"Aurora, IL",395,240,38
CfKT4Pr7QYIUlcq4fnKfgg,Clara S.,"Chicago, IL",597,337,958
F80NC3wI63ocMfuXww5Wiw,Tana R.,"Chicago, IL",238,108,261
keEgXtnJHmvkpxmPnoIcbg,Clare J.,"Chicago, IL",104,13,63
pfLbnuY7SAacCKH-6jd-Dw,Nichole X.,"Chicago, IL",88,328,192
wdvp9H9QrU__sWK14mwDSw,Xufei S.,"Chicago, IL",40,69,96
Vp5DzIiP_MmaMZMZVFFltA,Cherie T.,"San Diego, CA",1022,911,650
rUCvYKlRod0sknqIE3U9mw,Elizabeth C.,"Chicago, IL",51,100,73
FiZn-x6ZSoKyeskbxpvE1w,Emma B.,"Chicago, IL",121,24,181
T0HWgeviH7722ZJpWFrB4Q,Nina H.,"Seattle, WA",1112,558,2327
fAbKgdbKkn4Px8kG54OVDQ,Andrea B.,"Chicago, IL",218,274,415
2wj8_TZ0cO35uXKO3cMS7g,michelle l.,"San Francisco, CA",12,6,16
miklYHOW5VatXxXIMyguWQ,Zhengdi W.,"Columbus, OH",3,0,14
qITi8-GVoilE_mvqc8Qr_w,Alice A.,"Brooklyn, NY",43,166,53
r690ZUYOXBwsTmY_nzMMaA,Sarah R.,"Chicago, IL",58,343,61
KqCcR0rrg7UBzvvdkBmyfg,Lorraine B.,"Huntley, IL",7,65,20
HDxrNI22LEeYrD6FK2rwHw,Mandy R.,"Chicago, IL",62,62,61
ssr5LJsmgQMZ0nMpydUwow,Jenna C.,"Chicago, IL",245,44,382
Ry9oAAXuL-5LBWbwojolqQ,Danielle A.,"Chicago, IL",116,40,744
uPifAul4hJIqy72ah1GKSA,Michelangelo V.,"Chicago, IL",233,1745,3951
a4seSZMF9QxPBGAJ9MjaPw,Stephanie L.,"Chicago, IL",1322,822,2784
XKvbfNylF6Yq8hpwqaZrhA,Mihir S.,"Chicago, IL",1362,640,124
KE3tGPKrAN8B9hGd2dYyFw,Stephanie C.,"Chicago, IL",103,3,69
I9PpxV1JrGATW-u3gew3Ew,Will S.,"Omaha, NE",943,2534,6259
hVwaMyMxrs3jD-2kovL_GA,Gina V.,"West Chicago, IL",301,199,2021
_vbEQU_xD95RZ-7j93z9hA,Tavi J.,"Chicago, IL",797,474,1727
4DghL3UdjLdES0skfFVVpg,Angel G.,"Chicago, IL",1,7,13
bb2MMzBF1qwCEDgs9vY9xA,Natasha S.,"Chicago, IL",82,38,32
uEQ3nCdOBNOeJ0ow4Ds1vA,Steve A.,"Orlando, FL",1100,221,3104
MADBD7Xy5t1Zax2wje9Q1g,Lydia C.,"Oakland, CA",49,21,167
J90Kuh0XYSyhKiqqiUjIEQ,Ray G.,"Chicago, IL",17,3,154
rHrWopQTbBjIIWonzmP8ew,Justin K.,"Appleton, WI",4,69,2
JRyEJiXMLFu6iu5sns3iQA,Emann B.,"Chicago, IL",406,57,34
50wPDE_Gk936RYV7i4FJhw,Haroun K.,"Detroit, MI",1104,141,28
0Raz_0eFDs9alHoTMNXgng,Katie S.,"Chicago, IL",8,0,0
6l_DHjzGesjHShI8zi2vzQ,David D.,"Chicago, IL",29,17,2
duRuzZ-GitlP34qyW8s1OA,Alida R.,"Indianapolis, IN",374,105,263
1Nwd7EuGKbrDvLhFBBOJMg,Danielle B.,"Gig Harbor, WA",54,13,21
5iRZ2_9OL1CQehvGf6BNSw,Querida Q.,"Chicago, IL",39,232,64
MeIIBJC3lefCeQolzfCTkQ,Janine J.,"Chicago, IL",131,271,129
aKN3Fq2uaRJTwZRPlI5GcQ,Alex S.,"Chicago, IL",2408,4902,6891
hEBuOr_YZF7KWUwZSPj26g,Amber T.,"Temple City, CA",103,93,69
oApqhtMAKV1RvC_o-whJDg,Jennifer M.,"Chicago, IL",176,107,141
FBdooMwXnfXMTsfcEOULWg,Elizabeth H.,"Chicago, IL",91,32,58
XwlERZFTPUB_FnqAuVINuw,Julia A.,"Chicago, IL",50,39,124
EjtvqBqihydPMhmxRoU3Jg,Josh S.,"Prospect Heights, IL",34,247,20
930YU51ZvuOQn4dWtZxj5A,Jen S.,"Laguna Hills, CA",524,613,3431
DLTEjTArAa2hlKUK32lZHw,Ryan B.,"Chicago, IL",99,257,99
Ieh-Swex83RqQvdmehLStQ,Dalia M.,"Lincoln Park, Chicago, IL",510,192,28
fJTuckzbFBvjg-52Fc-oIg,Grace K.,"Anaheim, CA",66,259,192
BFr6Z705fZxztLM9siIuLQ,John H.,"Chicago, IL",183,52,0
Ok9YeiAA3Or9iHDVCo88IA,Blake S.,"Irvine, CA",2,2,0
evxG8WxjD7r0Z7XIjXWHmQ,Carrie L.,"Pittsburgh, PA",237,282,563
s-rKPIo7DuB-NL15nh5_Yg,Karis K.,"Irvine, CA",26,31,0
